商品,到手价,佣金率,佣金,已售量,商品结束时间,近2小时销售量,近24小时销售量,店铺信息,描述相符,物流服务,服务态度,当前时间
"蔚鲜来 香酥烧饼700g（10片装）*2袋  LM3",28.9,21.0%,6.07,已售：0,结束：2026-03-29,,,云鼎轩生鲜旗舰店,4.98,4.97,4.62,2023-04-18 22:03:36.861
"常温即食佛跳墙1320g箱6盅鲍鱼海参花胶蹄筋",268.0,13.0%,34.84,已售：0,结束：2023-12-31,,,梦壹号臻选铺,4.75,4.76,4.59,2023-04-18 22:03:36.966
"下饭菜渣海椒500g袋",11.8,15.0%,1.77,已售：39,结束：2023-08-31,,,屾百诚食品,4.45,4.66,4.55,2023-04-18 22:03:37.048
"正宗高卵磷脂富硒低胆固醇农产品天然营养柴鸡蛋优质早餐食用鸡蛋",89.9,30.0%,26.97,已售：6,结束：2023-09-30,,,鑫众康生鲜,4.75,4.59,4.53,2023-04-18 22:03:37.173
"正宗富硒蛋30枚｜农产品纯天然早餐营养蛋｜健身和宝宝的鸡蛋食品",69.9,30.0%,20.97,已售：1,结束：2023-09-30,,,鑫众康生鲜,4.75,4.59,4.53,2023-04-18 22:03:37.291
"金乡鲜蒜蓉配海鲜炒菜佐餐凉拌粉丝生蚝花甲调味 226g XNBT",18.9,25.0%,4.72,已售：0,结束：2024-03-10,,,认领一瓣蒜,4.91,4.99,4.48,2023-04-18 22:03:37.406
"【胖胖小鱼】大荔带把肘子900g袋装 礼盒装",79.9,15.0%,11.98,已售：294,结束：2024-12-31,,,吕怀祥东府旗舰店,4.89,4.63,4.98,2023-04-18 22:03:37.537
"【中大果】山东头茬羊角蜜甜瓜当季新鲜水果3斤和4.5斤装",36.9,10.0%,3.69,已售：7,结束：2023-05-31,,,老范儿的小店,4.6,4.84,4.48,2023-04-18 22:03:37.668
"尚尚唛港式水晶虾饺 新鲜生产 速冻方便加热即食 儿童早餐必备",99.0,15.0%,14.85,已售：2,结束：2023-06-01,,,尚尚唛生鲜旗舰店,4.53,4.52,4.4,2023-04-18 22:03:37.768
"馋嘴酥千层饼-老潼关肉夹馍速冻饼胚105g*40 包邮坏单包赔酥脆",58.8,22.0%,12.94,已售：1,结束：2024-02-29,,,酥禾食品贸易个体店,4.96,4.67,4.79,2023-04-18 22:03:37.870
"【三亚金煌芒】海南芒果现摘金煌芒8斤礼盒装顺丰包邮坏果包赔",119.0,20.0%,23.8,已售：0,结束：2023-05-31,,,椰子鲜生,4.16,4.84,4.54,2023-04-18 22:03:37.956
"山东纯手工老面千层大馒头戗面饽饽早餐包子速食方便面食原味馍馍",21.8,20.0%,4.36,已售：11,结束：2023-06-30,,,妙食丰生鲜,4.39,4.07,4.51,2023-04-18 22:03:38.055
"百湖之县香辣田螺嗦螺熟食袋装开袋加热即食500克/袋 2袋包邮",35.8,20.0%,7.16,已售：0,结束：2023-10-31,,,拾亩地农业,4.84,4.77,4.8,2023-04-18 22:03:38.176
"饼良知香酥牛肉馅饼520克*4袋20片 冷冻半成品家庭装方便速食美味",49.9,16.0%,7.98,已售：2,结束：2023-05-31,,,烈锤食品,4.89,4.88,4.67,2023-04-18 22:03:38.286
"甲鱼【生态散养】9两麻辣大甲鱼鲜活现卤甲鱼无添加滋补牛鞭即食",59.9,30.0%,17.97,已售：125,结束：2025-02-28,,,洪湖麻辣甲鱼,4.88,4.67,3.97,2023-04-18 22:03:38.425
"湖南湘西古丈正宗原味五花腊肉农家自制柴火烟熏非贵州特产500g",26.88,25.0%,6.72,已售：3,结束：2024-03-06,,,湘西三农优品,4.64,4.48,4.49,2023-04-18 22:03:38.530
"家乡味道 神道梨罐头  儿时记忆梨罐头500g",46.8,10.0%,4.68,已售：368,结束：2023-05-07,,,怀宁味道企业店,4.84,4.58,4.41,2023-04-18 22:03:38.636
"云鼎轩 麻辣小龙虾尾252g（30-40尾）*7盒 YS",160.0,18.0%,28.8,已售：27,结束：2024-12-09,,,云鼎轩生鲜旗舰店,4.98,4.97,4.62,2023-04-18 22:03:38.758
"云鼎轩 深海鳕鱼排310g/盒   整块鳕鱼生鲜食品 YS",69.9,18.0%,12.58,已售：589,结束：2024-12-09,,,云鼎轩生鲜旗舰店,4.98,4.97,4.62,2023-04-18 22:03:38.888
"栖筑正宗黑芝麻大黄米汤圆300g*6袋",29.9,20.0%,5.98,已售：2,结束：2023-05-31,,,U品生鲜企业店,4.63,4.68,4.77,2023-04-18 22:03:38.982
"正宗潮汕牛肉3-4人套餐火锅食材原切雪花牛肉丸肥牛吊龙家庭烧烤",129.0,15.0%,19.35,已售：0,结束：2023-09-30,,,品上丸生鲜旗舰店,4.57,4.63,4.7,2023-04-18 22:03:39.060
"蔚鲜来奥尔良烤鸡 500g/袋*4袋 整鸡去头去脚去内脏 开袋即烤 YS",79.9,18.0%,14.38,已售：5,结束：2024-12-09,,,云鼎轩生鲜旗舰店,4.98,4.97,4.62,2023-04-18 22:03:39.147
"蔚鲜来云南西双版纳香糯小玉米1kg/2kg 非转基因 YS",29.9,18.0%,5.38,已售：44,结束：2024-12-09,,,云鼎轩生鲜旗舰店,4.98,4.97,4.62,2023-04-18 22:03:39.253
"蔚鲜来 竹笋 原味小竹笋500g*5袋 半加工蔬菜 轻食速食方便菜 YS",35.8,18.0%,6.44,已售：2,结束：2024-12-09,,,云鼎轩生鲜旗舰店,4.98,4.97,4.62,2023-04-18 22:03:39.350
"云鼎轩 深海鳕鱼排310g/盒   整块鳕鱼生鲜食品 YS",69.9,18.0%,12.58,已售：2,结束：2024-12-09,,,云鼎轩生鲜旗舰店,4.98,4.97,4.62,2023-04-18 22:03:39.438
"【柒叔专享】新西兰银蕨农场PS级烧烤火锅片1200g 冷冻火锅食材",199.0,15.0%,29.85,已售：4,结束：2023-05-04,,,遇上牛生鲜旗舰店,4.99,4.95,4.93,2023-04-18 22:03:39.522
"乳山生蚝 单个5两以上特大号蚝王约8-10只刺身级生蚝",99.0,25.0%,24.75,已售：0,结束：2023-05-31,,,萌鲜味糕点旗舰店,4.61,4.05,4.07,2023-04-18 22:03:39.622
"乳山生蚝 现捞现发 鲜活肥美 5斤/箱 中号25个左右 Q",79.0,25.0%,19.75,已售：0,结束：2023-05-31,,,萌鲜味糕点旗舰店,4.61,4.05,4.07,2023-04-18 22:03:39.722
"品上丸火山石烤肠黑椒脆皮香肠地道热狗肠膳食肉肠500g*2袋",49.9,15.0%,7.48,已售：0,结束：2023-09-30,,,品上丸生鲜旗舰店,4.57,4.63,4.7,2023-04-18 22:03:39.828
"{粉丝专属} 牛筋丸4包  墨鱼饼2包 1瓶沙茶酱 9包酱料",128.0,15.0%,19.2,已售：83,结束：2023-09-30,,,品上丸生鲜旗舰店,4.57,4.63,4.7,2023-04-18 22:03:39.950
"品上丸火山石烤肠黑椒脆皮香肠地道热狗肠膳食肉肠500g*5袋",99.0,15.0%,14.85,已售：0,结束：2023-09-30,,,品上丸生鲜旗舰店,4.57,4.63,4.7,2023-04-18 22:03:40.057
"牛筋丸买4送1  1瓶沙茶酱 9包酱料",99.0,15.0%,14.85,已售：180,结束：2023-09-30,,,品上丸生鲜旗舰店,4.57,4.63,4.7,2023-04-18 22:03:40.164
"【乡村小猴专属】不知火丑橘5斤酸爽可口果肉饱满新鲜多汁果园现",35.9,21.0%,7.54,已售：1,结束：2024-04-30,,,壹何水果,4.34,4.57,4.52,2023-04-18 22:03:40.267
"【顺丰空运】海南文昌椰子鸡火锅懒人套餐约4人份【含全套配料】",138.0,18.0%,24.84,已售：4,结束：2023-12-31,,,安优果,4.65,4.97,4.5,2023-04-18 22:03:40.361
"佳农宝菜无农残生姜 安丘风干姜500g 月子大姜 常温生姜烹饪浓郁",13.99,10.0%,1.4,已售：61,结束：2023-12-31,,,佳农宝菜生鲜店,4.96,4.91,4.73,2023-04-18 22:03:40.483
"厨好当川渝特色梅菜扣肉+夹沙肉组合，加热即食 预制菜川味优选",99.99,20.0%,20.0,已售：3,结束：2023-04-30,,,厨好当生鲜旗舰店,4.52,4.73,4.55,2023-04-18 22:03:40.608
"厨好当梅菜扣肉+夹沙肉组合套餐加热即食快手菜预制菜川渝特色",49.9,20.0%,9.98,已售：13,结束：2023-04-30,,,厨好当生鲜旗舰店,4.52,4.73,4.55,2023-04-18 22:03:40.722
"【潮汕组合】牛肉丸牛筋丸猪肉丸猪肚丸送酱料新鲜正宗爆汁实心",108.0,30.0%,32.4,已售：12,结束：2028-03-17,,,汕头市潮栩牛肉丸食品商行,4.98,4.98,4.96,2023-04-18 22:03:40.828
"山东烟台脆甜奶油富士苹果当季采摘脆甜多汁新鲜黄苹果3/5斤大果",39.8,20.0%,7.96,已售：3,结束：2023-05-31,,,每日优鲜,4.78,4.94,4.74,2023-04-18 22:03:40.930
"【潮汕猪肉卷】2斤/4斤送辣椒酱潮汕猪脚饭特产肉香新鲜油炸烧烤",58.0,22.0%,12.76,已售：4,结束：2027-05-22,,,汕头市潮栩牛肉丸食品商行,4.98,4.98,4.96,2023-04-18 22:03:41.022
"【火锅组合】潮汕火锅套餐送16包酱料 新鲜爆汁爽脆正宗牛筋丸",119.9,31.0%,37.17,已售：45,结束：2027-05-22,,,汕头市潮栩牛肉丸食品商行,4.98,4.98,4.96,2023-04-18 22:03:41.091
"QINGSHE SEAFOOD新西兰进口活冻黑金鲍  整只350-400g/只",218.8,10.0%,21.88,已售：26,结束：2025-02-28,,,QINGSHE SEAFOOD生鲜旗舰店,4.8,3.58,4.95,2023-04-18 22:03:41.216
"红凤凰澳洲进口谷饲纯种和牛眼肉心牛排原切M6-7雪花牛肉厚切250g",258.0,10.0%,25.8,已售：6,结束：2025-02-28,,,QINGSHE SEAFOOD生鲜旗舰店,4.8,3.58,4.95,2023-04-18 22:03:41.348
"【富美丸水産】日本北海道冰鲜马粪海胆肉生食日料250g 下单预留",1598.0,10.0%,159.8,已售：8,结束：2025-02-28,,,QINGSHE SEAFOOD生鲜旗舰店,4.8,3.58,4.95,2023-04-18 22:03:41.430
"新西兰进口TeMana羔法式羊排600-700g战斧羊肋排烧烤新鲜冷冻羊肉",328.0,10.0%,32.8,已售：2,结束：2025-02-28,,,QINGSHE SEAFOOD生鲜旗舰店,4.8,3.58,4.95,2023-04-18 22:03:41.519
"贵妃芒4.5-5斤单果150g起 收到后放置3到5天变软即可食用",26.9,18.0%,4.84,已售：0,结束：2023-05-31,,,益当家生鲜旗舰店,4.05,4.95,4.57,2023-04-18 22:03:41.612
"新疆伊犁哈尔毕腌菜！香辣莴笋！五公斤包装家庭餐饮都适用",86.0,16.0%,13.76,已售：96,结束：2024-05-01,,,霍城县清水河镇哈尔毕腌菜厂,4.93,3.8,4.78,2023-04-18 22:03:41.715
"【宠粉特惠】山东粗粮粘豆包1200g 加送大黄米窝窝400g",34.9,23.0%,8.03,已售：0,结束：2025-03-31,,,粮庐食品旗舰店,4.75,4.95,4.4,2023-04-18 22:03:41.806
"内蒙古生态散养羊肉优质山泉水羊排肉质营养1000g拍一发八可烧烤",248.0,20.0%,49.6,已售：3,结束：2024-04-30,,,诺伯豪斯生鲜旗舰店,4.51,4.35,4.78,2023-04-18 22:03:41.900
"新东大蔬菜鸡肉饼500g/袋*3袋油炸煎炒空气炸锅炸鸡营养早餐小吃",29.9,18.0%,5.38,已售：0,结束：2023-05-31,,,新东大食品旗舰店,4.86,4.76,4.68,2023-04-18 22:03:42.020
"临安天目小香薯圆果鸡蛋形状5斤装！备注(鸡蛋形状不做大小参考)",29.9,15.0%,4.48,已售：2153,结束：2024-02-29,,,吴先森专营店,4.74,4.97,4.87,2023-04-18 22:03:42.154
"【依妈专属】金装手打正宗潮汕牛肉丸新鲜实心爆汁【送粿条+蒜酥",89.9,32.0%,28.77,已售：76,结束：2026-06-27,,,汕头市潮栩牛肉丸食品商行,4.98,4.98,4.96,2023-04-18 22:03:42.244
"【8斤送粿条+酱料包】正宗潮汕牛肉丸/牛筋丸新鲜爆汁爽脆香味",186.0,31.0%,57.66,已售：24,结束：2027-05-22,,,汕头市潮栩牛肉丸食品商行,4.98,4.98,4.96,2023-04-18 22:03:42.338
"【达人专享】秦建国铁棍山药干片温县特产怀山药片礼盒装1000g",208.0,25.0%,52.0,已售：0,结束：2024-02-04,,,秦建国食品旗舰店,4.72,4.71,4.96,2023-04-18 22:03:42.447
"黑毛和牛谷饲原切上脑牛排1000g整切原味西冷菲力眼肉牛仔骨冷冻",299.0,15.0%,44.85,已售：46,结束：2024-04-30,,,诺伯豪斯生鲜旗舰店,4.51,4.35,4.78,2023-04-18 22:03:42.545
"正宗富平柿饼特产柿子降霜柿饼吊柿三斤装1500g",68.0,10.0%,6.8,已售：7,结束：2024-01-31,,,博思嘉,4.25,4.07,4.19,2023-04-18 22:03:42.650
"景曌堂河南正宗温县5斤装【硬垆土铁棍山药】原产地现挖先发",68.0,45.0%,30.6,已售：1,结束：2023-06-30,,,景曌食补,4.36,3.86,4.2,2023-04-18 22:03:42.753
"广式风味腊味香肠火山石爆汁纯肉肠脆皮肉香肉质紧实速冻地道热狗",40.0,15.0%,6.0,已售：0,结束：2024-12-31,,,万壮生鲜旗舰店,4.72,4.58,4.79,2023-04-18 22:03:42.870
"云南大理苍山西坡丑苹果迷你小苹果1斤3斤5斤9斤装坏果赔场地直发",9.9,15.0%,1.48,已售：7968,结束：2024-02-28,,,雲上漾濞,4.55,4.89,4.54,2023-04-18 22:03:54.309
"湖南农产品富硒跑山黑猪新鲜整只猪前腿猪大腿土猪腿整只长猪脚",117.0,18.0%,21.06,已售：10,结束：2024-02-27,,,侗哥佬农副产品销售,4.24,4.55,4.83,2023-04-18 22:03:54.402
"湖南农产品富硒跑山猪黑土猪新鲜隔腔肉连肝肉围心肉隔膜肉2斤装",132.0,18.0%,23.76,已售：1,结束：2024-02-27,,,侗哥佬农副产品销售,4.24,4.55,4.83,2023-04-18 22:03:54.478
"湖南农产品富硒跑山黑猪里脊肉 新鲜土猪肉 鲜嫩小里脊肉 通脊肉",132.0,18.0%,23.76,已售：4,结束：2024-02-27,,,侗哥佬农副产品销售,4.24,4.55,4.83,2023-04-18 22:03:54.550
"湖南农产品富硒跑山猪带根生猪耳土黑猪耳朵猪耳朵顺丰冷运2斤装",117.0,18.0%,21.06,已售：3,结束：2024-02-27,,,侗哥佬农副产品销售,4.24,4.55,4.83,2023-04-18 22:03:54.622
"湖南农产品富硒跑山黑肉猪新鲜猪口条猪舌头有跟舌头带舌根2斤装",117.0,18.0%,21.06,已售：4,结束：2024-02-27,,,侗哥佬农副产品销售,4.24,4.55,4.83,2023-04-18 22:03:54.700
"湖南农产品富硒跑山黑猪新鲜排骨农家土猪排骨生鲜黑土猪精品排骨",117.0,18.0%,21.06,已售：12,结束：2024-02-27,,,侗哥佬农副产品销售,4.24,4.55,4.83,2023-04-18 22:03:54.775
"湖南农产品富硒跑山猪肉新鲜梅花肉跑山黑猪梅花肉前腿肉3斤包邮",117.0,18.0%,21.06,已售：15,结束：2024-02-27,,,侗哥佬农副产品销售,4.24,4.55,4.83,2023-04-18 22:03:54.863
"湖南农产品富硒跑山黑猪精品五花肉正宗优质散养跑山猪五花不带骨",117.0,18.0%,21.06,已售：13,结束：2024-02-27,,,侗哥佬农副产品销售,4.24,4.55,4.83,2023-04-18 22:03:54.935
"湖南农产品富硒跑山黑猪新鲜冷冻猪心猪心子猪下水食材2个装",87.0,18.0%,15.66,已售：3,结束：2024-02-27,,,侗哥佬农副产品销售,4.24,4.55,4.83,2023-04-18 22:03:55.010
"湖南农产品富硒跑山猪生鲜猪腰猪肾猪内腰滋补烧烤食材土猪猪腰",87.0,18.0%,15.66,已售：4,结束：2024-02-27,,,侗哥佬农副产品销售,4.24,4.55,4.83,2023-04-18 22:03:55.092
"湖南农产品富硒生态跑山猪肚新鲜整只猪肚去油现杀猪肚1-1.3斤装",98.0,18.0%,17.64,已售：5,结束：2024-02-27,,,侗哥佬农副产品销售,4.24,4.55,4.83,2023-04-18 22:03:55.187
"金钩海米 虾仁 渤海特产 大海米 肉质紧实鲜香味美250g-3斤晾晒",68.8,28.0%,19.26,已售：1,结束：2023-07-01,,,延鹏优选,4.96,4.76,4.63,2023-04-18 22:03:55.269
"马来西亚液氮锁鲜黑刺榴莲",599.0,1.0%,5.99,已售：0,结束：2024-02-01,,,金鑫果业,4.67,4.87,4.69,2023-04-18 22:03:55.355
"派绅鱿鱼干200g*4袋 淡晒海鲜海产干货食材",159.0,10.01%,15.92,已售：131,结束：2023-12-31,,,派绅食品旗舰店,4.92,4.44,4.64,2023-04-18 22:03:55.442
"鳕鱼胶花胶孕妇月子滋补品礼盒深海鱼肚鱼胶月子干花胶胶原蛋白",29.9,30.0%,8.97,已售：0,结束：2023-12-31,,,旺旺小喜燕,4.45,4.14,4.24,2023-04-18 22:03:55.533
"手工鱼丸【3包】源头厂家包邮238g/包，关东煮麻辣烫食材火锅丸子",49.0,20.0%,9.8,已售：6,结束：2023-06-30,,,皇叔婆,4.49,4.42,4.57,2023-04-18 22:03:55.627
"旦吉有味 富硒土鸡蛋30个/箱农产品 散养鸡营养新鲜土鸡蛋高品质",69.9,30.0%,20.97,已售：5,结束：2023-06-30,,,旦吉有味生鲜旗舰店,4.75,4.68,4.59,2023-04-18 22:03:55.728
"旦吉有味 绿壳土鸡蛋30枚/箱 盒装土鸡蛋 农产品 天然无抗生素",69.9,30.0%,20.97,已售：6,结束：2023-06-30,,,旦吉有味生鲜旗舰店,4.75,4.68,4.59,2023-04-18 22:03:55.839
"【大克重90g/片】大黄米手抓饼皮披萨儿童营养早餐速食面饼半成品",18.8,20.0%,3.76,已售：0,结束：2023-12-31,,,麦香逢旗舰店,4.99,4.6,4.89,2023-04-18 22:03:55.936
"【大克重90g/片】麦香逢大黄米手抓饼皮做披萨家庭装早餐速食煎饼",19.9,25.0%,4.98,已售：0,结束：2023-12-31,,,麦香逢旗舰店,4.99,4.6,4.89,2023-04-18 22:03:56.038
"【肉肉专属】金装手打正宗潮汕牛肉丸新鲜筋道爆汁【送粿条+蒜酥",89.9,32.0%,28.77,已售：209,结束：2026-06-27,,,汕头市潮栩牛肉丸食品商行,4.98,4.98,4.96,2023-04-18 22:03:56.124
"【小杨哥专属】北创精品猪肉爆汁烤肠礼盒脆皮烤肉肠400g/盒/8支",64.8,30.0%,19.44,已售：2,结束：2024-01-31,,,丰实食品,4.14,4.43,4.68,2023-04-18 22:03:56.192
"2022年新货东北野生红蘑钉松树伞蘑菇干货松蘑小鸡炖蘑菇500g包邮",88.8,20.0%,17.76,已售：137,结束：2023-10-31,,,乡之味东北特产店,4.86,4.96,4.9,2023-04-18 22:03:56.272
"千味小厨G紫薯豌豆球280g/袋早餐港式点心油炸半成品食品小吃美食",49.9,20.0%,9.98,已售：0,结束：2025-02-01,,,千味央厨官方旗舰店,4.95,3.37,4.63,2023-04-18 22:03:56.344
"吉林鹿乡，直播间自选整只花茸，鹿肉（包邮）",1100.0,15.0%,165.0,已售：15,结束：2025-02-07,,,双阳区丰鹿堂鹿产品,4.48,4.38,4.57,2023-04-18 22:03:56.423
"舟山手打虾滑100g*10包 95%以上虾含量 速冻冷冻新鲜鲜甜",99.0,15.0%,14.85,已售：45,结束：2023-11-01,1,1,优不二生鲜旗舰店,4.95,4.98,4.88,2023-04-18 22:03:56.501
"千味央厨G 芋地瓜丸400g油炸小吃半成品食品速冷冻下午茶酥脆",39.9,20.0%,7.98,已售：0,结束：2025-02-01,,,千味央厨官方旗舰店,4.95,3.37,4.63,2023-04-18 22:03:56.578
"吉林鹿乡，东北特产，鹿肉（包邮）",5888.0,15.0%,883.2,已售：1,结束：2025-02-01,,,双阳区丰鹿堂鹿产品,4.48,4.38,4.57,2023-04-18 22:03:56.662
"清真早餐饼组合装瑞福隆牛肉饼半成品麦多馅饼葱油饼牛舌饼营养",36.9,25.0%,9.22,已售：6,结束：2023-07-20,,,瑞福隆旗舰店,4.88,4.94,4.86,2023-04-18 22:03:56.739
"舟山新鲜手打虾排 160g*6袋（4个/袋） 优质虾肉食用虾仁生鲜弹嫩",128.0,20.0%,25.6,已售：18,结束：2023-11-01,,,优不二生鲜旗舰店,4.95,4.98,4.88,2023-04-18 22:03:56.827
"鳜宾【1条】净膛1.6-1.7斤臭鳜鱼送料包腌制黄山特产臭鳜鱼真空装",119.8,20.0%,23.96,已售：106,结束：2023-12-31,,,徽张黄山臭鳜鱼,4.96,4.85,4.94,2023-04-18 22:03:56.926
"好物优选东北农产大碴子东北笨碴子黏大碴子特产杂粮茬子2500g",37.99,34.0%,12.92,已售：2,结束：2023-05-31,,,肇东市晨彩农产甄选食品经销店的小店个体店,4.66,4.88,4.91,2023-04-18 22:03:57.007
"【爆】【拍一发三】五香脆萝卜干香辣味下饭菜罐装开胃菜150g",9.9,20.0%,1.98,已售：0,结束：2023-06-30,,,懒猫拼拼,4.9,4.48,4.78,2023-04-18 22:03:57.092
"手工鱼丸实心【8包】源头厂家包邮238g/袋，湖北荆州特产鲜香味足",99.0,25.0%,24.75,已售：658,结束：2023-06-30,,,皇叔婆,4.49,4.42,4.57,2023-04-18 22:03:57.179
"【趣说邯郸专属】徘徊花椒武安花椒大红袍花椒高山梯田种植特香麻",16.9,12.0%,2.03,已售：0,结束：2023-12-31,,,甲和农业干货企业店,4.05,4.2,4.38,2023-04-18 22:03:57.265
"内蒙古优质山泉水羊排1000G，乌拉特大草原散养羊排肥的少瘦的多",165.0,5.0%,8.25,已售：0,结束：2023-06-01,,,诺伯豪斯生鲜旗舰店,4.51,4.35,4.78,2023-04-18 22:03:57.354
"佳农宝菜保农残大蒜500g网兜装  鲜嫩多汁山东紫皮大蒜头金乡大蒜",8.8,15.0%,1.32,已售：8,结束：2023-12-31,,,佳农宝菜生鲜店,4.96,4.91,4.73,2023-04-18 22:03:57.446
"【贪吃猴】东北黄糯玉米8根真空包装 单果220g+",29.9,3.0%,0.9,已售：1,结束：2023-06-30,,,贪吃猴旗舰店,3.85,4.99,3.84,2023-04-18 22:03:57.536
"QiSurely/果咘七苒国家地理标志产品烟台栖霞红富士苹果净果5斤",78.0,10.0%,7.8,已售：0,结束：2023-06-30,,,果咘七苒QiSurely生鲜旗舰店,4.46,4.13,4.4,2023-04-18 22:03:57.621
"武安柿饼吊柿柿干武安徘徊镇特产3斤高山柿子干香甜特甜可口好吃",45.0,12.0%,5.4,已售：6,结束：2023-12-31,,,甲和农业干货企业店,4.05,4.2,4.38,2023-04-18 22:03:57.713
"【俊峰荐好物】武安柿饼吊柿干特产2斤高海拔柿子特甜满霜好柿子",29.9,15.0%,4.48,已售：1,结束：2023-12-31,,,甲和农业干货企业店,4.05,4.2,4.38,2023-04-18 22:03:57.787
"200克以上一棒8棒装，甜糯黑糯玉米，花青素之王，老味道",32.9,19.0%,6.25,已售：2,结束：2023-05-31,,,肇东市晨彩农产甄选食品经销店的小店个体店,4.66,4.88,4.91,2023-04-18 22:03:57.858
"【试吃装】四川攀枝花严选头茬无沙大颗粒优质黑桑葚干250g/瓶",29.9,20.0%,5.98,已售：10,结束：2023-05-31,1,,圣小妹食品店,4.8,4.94,4.99,2023-04-18 22:03:57.935
"节日肉夹馍礼盒-老潼关肉夹馍礼盒卤肉500g+饼胚10个+酱菜3种口味",69.9,22.0%,15.38,已售：30,结束：2024-02-29,,,酥禾食品贸易个体店,4.96,4.67,4.79,2023-04-18 22:03:58.017
"派绅裙带菜170g海木耳大连干海带煲汤凉拌味增汤配料开胃干货",39.9,10.01%,3.99,已售：8,结束：2023-12-31,,,派绅食品旗舰店,4.92,4.44,4.64,2023-04-18 22:03:58.094
"双德1號饱满营养食用生鲜美味干蒸烧卖广式早茶点心速冻品",69.9,15.0%,10.48,已售：262,结束：2024-01-31,,,玖碧源速鲜优选企业店,4.77,4.51,4.79,2023-04-18 22:03:58.169
"【汤圆专属】拍一发三五香脆萝卜干香辣榨菜下饭菜罐装150g/450g",9.9,20.0%,1.98,已售：2,结束：2023-06-30,,,懒猫拼拼,4.9,4.48,4.78,2023-04-18 22:03:58.241
"王文甫营养活珠子鸡胚蛋 五香味整箱即食 毛鸡蛋凤凰喜蛋湖州特产",19.9,10.0%,1.99,已售：17,结束：2024-02-29,,,宅家大本营,4.94,4.88,4.97,2023-04-18 22:03:58.312
"惠之园深海鳕鱼排儿童宝宝零食鳕鱼排冷冻半成品冷藏发货230g*4袋",49.0,20.0%,9.8,已售：2,结束：2023-11-01,,,惠之园旗舰店,4.84,4.57,4.51,2023-04-18 22:03:58.396
