商品,到手价,佣金率,佣金,已售量,商品结束时间,近2小时销售量,近24小时销售量,店铺信息,描述相符,物流服务,服务态度,当前时间
" 【减震跑鞋】斯凯奇男鞋户外跑步低帮透气舒适耐磨运动鞋 232101",369.0,12.0%,44.28,已售：2,结束：2023-04-30,,,斯凯奇泉州专卖店,4.83,4.85,4.64,2023-04-18 21:21:51.938
"SKECHERS/斯凯奇春季男子时尚休闲跑步鞋耐磨缓震运动鞋894233",429.0,12.0%,51.48,已售：0,结束：2023-04-30,,,斯凯奇泉州专卖店,4.83,4.85,4.64,2023-04-18 21:21:52.019
"SKECHERS/斯凯奇春款女时尚轻便老爹鞋休闲舒适厚底运动鞋 117155",279.0,12.0%,33.48,已售：3,结束：2023-04-30,,,斯凯奇泉州专卖店,4.83,4.85,4.64,2023-04-18 21:21:52.091
"SKECHERS/斯凯奇夏季款男缓震运动鞋网格跑舒适越野跑跑步894137",389.0,12.0%,46.68,已售：2,结束：2023-04-30,,,斯凯奇泉州专卖店,4.83,4.85,4.64,2023-04-18 21:21:52.164
"SKECHERS/斯凯奇春夏透气男款轻便防滑舒适休闲减震跑步鞋237430",379.0,12.0%,45.48,已售：2,结束：2023-04-30,,,斯凯奇泉州专卖店,4.83,4.85,4.64,2023-04-18 21:21:52.247
"斯凯奇 男春季板鞋百搭潮流运动低帮通用时尚休闲小白鞋894050",269.0,12.0%,32.28,已售：0,结束：2023-04-30,,,斯凯奇泉州专卖店,4.83,4.85,4.64,2023-04-18 21:21:52.323
"卡装米诺一卡27条装远投沉水浮水混搭款式鲈鱼桂鱼噘嘴垂钓",58.75,15.0%,8.81,已售：0,结束：2023-06-30,,,法茜运动户外旗舰店,4.81,3.42,4.84,2023-04-18 21:21:52.406
"森马老爹鞋女ins潮2023新款春季透气百搭学生厚底增高休闲运动鞋",129.0,20.0%,25.8,已售：2,结束：2023-12-31,,,森马每天惠专卖店,4.86,4.05,4.15,2023-04-18 21:21:52.488
"【大长腿】lulu莱卡Groove女士高腰提臀瑜伽裤微喇运动健身裤2664",168.0,30.0%,50.4,已售：6,结束：2023-05-31,,,千彩菲儿旗舰店,4.76,4.33,4.91,2023-04-18 21:21:52.570
"SKECHERS/斯凯奇女鞋透气时尚绑带经典复古户外运动跑步鞋896216",409.0,12.0%,49.08,已售：0,结束：2023-04-30,,,斯凯奇泉州专卖店,4.83,4.85,4.64,2023-04-18 21:21:52.657
"SKECHERS/斯凯奇牛仔机甲鞋三代春秋季新款个性跑步运动鞋896212",509.0,12.0%,61.08,已售：0,结束：2023-04-30,,,斯凯奇泉州专卖店,4.83,4.85,4.64,2023-04-18 21:21:52.744
"SKECHERS/斯凯奇新款女士时尚潮流百搭轻便透气复古慢跑鞋896212",509.0,12.0%,61.08,已售：0,结束：2023-04-30,,,斯凯奇泉州专卖店,4.83,4.85,4.64,2023-04-18 21:21:52.832
"SKECHERS/斯凯奇ENCORE系列户外女子时尚绑带运动鞋休闲 66666315",299.0,12.0%,35.88,已售：0,结束：2023-04-30,,,斯凯奇泉州专卖店,4.83,4.85,4.64,2023-04-18 21:21:52.922
"SKECHERS/斯凯奇夏季新款女透气熊猫鞋轻便缓震复古运动鞋896079",409.0,12.0%,49.08,已售：0,结束：2023-04-30,,,斯凯奇泉州专卖店,4.83,4.85,4.64,2023-04-18 21:21:53.013
"SKECHERS/斯凯奇春季女款复古老爹鞋经典时尚潮流熊猫鞋896204",409.0,12.0%,49.08,已售：0,结束：2023-04-30,,,斯凯奇泉州专卖店,4.83,4.85,4.64,2023-04-18 21:21:53.100
"SKECHERS/斯凯奇2023春季新款男复古老爹鞋经典时尚熊猫鞋894199",409.0,12.0%,49.08,已售：0,结束：2023-04-30,,,斯凯奇泉州专卖店,4.83,4.85,4.64,2023-04-18 21:21:53.201
"SKECHERS/斯凯奇羽翼女复古老爹鞋网面透气舒适运动休闲鞋896003",389.0,12.0%,46.68,已售：0,结束：2023-04-30,,,斯凯奇泉州专卖店,4.83,4.85,4.64,2023-04-18 21:21:53.295
"SKECHERS/斯凯奇【学院风】女士熊猫鞋时尚百搭老爹鞋 88888105",279.0,12.0%,33.48,已售：0,结束：2023-04-30,,,斯凯奇泉州专卖店,4.83,4.85,4.64,2023-04-18 21:21:53.374
"SKECHERS/斯凯奇秋季女经典增高老爹鞋时尚潮流绑带运动鞋896154",429.0,12.0%,51.48,已售：0,结束：2023-04-30,,,斯凯奇泉州专卖店,4.83,4.85,4.64,2023-04-18 21:21:53.447
"SKECHERS/斯凯奇透气休闲鞋新款撞色百搭复古运动鞋老爹鞋894073",329.0,12.0%,39.48,已售：4,结束：2023-04-30,,,斯凯奇泉州专卖店,4.83,4.85,4.64,2023-04-18 21:21:53.514
"SKECHERS/斯凯奇【冬季必备情侣同款】时尚潮流透气老爹鞋8790138",329.0,12.0%,39.48,已售：0,结束：2023-04-30,,,斯凯奇泉州专卖店,4.83,4.85,4.64,2023-04-18 21:21:53.583
"斯凯奇女士经典熊猫鞋老爹鞋潮酷时尚百搭运动鞋休闲鞋跑鞋 11930",389.0,12.0%,46.68,已售：0,结束：2023-04-30,,,斯凯奇泉州专卖店,4.83,4.85,4.64,2023-04-18 21:21:53.660
"SKECHERS/斯凯奇新款女士花边休闲健步轻便缓震透气老爹鞋896196",679.0,12.0%,81.48,已售：0,结束：2023-04-30,,,斯凯奇泉州专卖店,4.83,4.85,4.64,2023-04-18 21:21:53.730
"【蓝莓甜酒】斯凯奇女鞋经典时尚户外低帮运动休闲鞋熊猫鞋13167",379.0,12.0%,45.48,已售：0,结束：2023-04-30,,,斯凯奇泉州专卖店,4.83,4.85,4.64,2023-04-18 21:21:53.806
"户外运动百搭修身防晒衣超轻防晒服夏季必备丝滑显瘦外套透气冰感",89.9,30.0%,26.97,已售：3,结束：2023-10-31,,,爱美美aimei服饰,4.53,4.66,4.67,2023-04-18 21:21:53.886
"兔子冰丝防晒衣2023夏季薄款防紫外线户外骑行透气防晒服",29.9,11.0%,3.29,已售：0,结束：2024-04-04,,,九儒时代,4.34,3.95,4.83,2023-04-18 21:21:53.964
"森马低帮板鞋男潮鞋2023新款韩版潮流百搭小众设计真皮运动休闲鞋",269.0,20.0%,53.8,已售：49,结束：2023-12-31,,,森马每天惠专卖店,4.86,4.05,4.15,2023-04-18 21:21:54.040
"森马男鞋新款春夏板鞋透气夏季百搭潮鞋潮牌小白鞋低帮运动休闲鞋",249.0,20.0%,49.8,已售：0,结束：2023-12-31,,,森马每天惠专卖店,4.86,4.05,4.15,2023-04-18 21:21:54.127
"YILKING/意利王男卫衣卫裤长袖春季休闲运动服大图圆领运动套装",39.9,12.0%,4.79,已售：100,结束：2023-09-30,,,意利王楠部供应链,4.69,4.44,4.57,2023-04-18 21:21:54.209
"4竿稍筏竿筏道传奇分节筏钓杆微铅杆碳素钓鱼竿1米1.2米插节阀杆",100.0,15.0%,15.0,已售：0,结束：2024-03-31,,,钓力德筏道批发店,4.63,4.69,4.66,2023-04-18 21:21:54.293
"户外长袖防晒衣女冰丝薄款新款夏季防晒皮肤衣男女大码超薄透气",54.9,35.0%,19.22,已售：0,结束：2023-05-31,,,曙通好物优选,4.59,4.44,4.54,2023-04-18 21:21:54.383
"筏道海鸥SP60筏钓轮全金属海筏轮筏60冰钓轮微铅轮筏轮泄力钓鱼轮",280.0,15.0%,42.0,已售：0,结束：2024-03-31,,,钓力德筏道批发店,4.63,4.69,4.66,2023-04-18 21:21:54.488
"汽车遮阳伞车窗遮阳帘侧窗防晒隔热遮阳挡前档风玻璃板罩车载遮光",49.9,33.0%,16.47,已售：1,结束：2024-04-30,,,昕野xinye运动户外,4.9,4.91,4.82,2023-04-18 21:21:54.583
"FINEMAXXX滑雪头盔单双板滑雪装备护具男女保暖防撞雪盔雪帽户外",278.0,20.0%,55.6,已售：3,结束：2023-04-30,,,FINEMAXXX滑雪装备,4.62,4.38,4.75,2023-04-18 21:21:54.669
"鱼竿包单肩渔具包 加厚大容量手提大号三层斜跨弹力耐磨垂钓双层",70.2,25.0%,17.55,已售：23,结束：2023-11-02,,,海客渔威渔具店,4.95,4.96,4.7,2023-04-18 21:21:54.773
"2023夏天爆款拖鞋女外穿卡通时尚ins防滑防臭网红炸街高颜值凉拖",16.9,35.0%,5.92,已售：0,结束：2023-10-31,,,要嘛有嘛百货,4.91,4.86,4.66,2023-04-18 21:21:54.877
"夏季爆款冰丝防晒防紫外线带标冰感防晒衣",49.9,33.0%,16.47,已售：0,结束：2024-03-31,,,海姆服饰工厂店,4.73,4.59,4.99,2023-04-18 21:21:54.969
"淋漓自动回弹健腹轮卷腹器腹肌轮男女收腹健身练马甲线腹肌器材",29.0,41.0%,11.89,已售：5,结束：2029-03-31,,,淋漓健身训练旗舰店,4.94,4.26,4.52,2023-04-18 21:21:55.047
"淋漓脚底按摩器脚步按摩仪器滚轮足底足疗搓按捏脚神器脚部按摩器",48.0,37.0%,17.76,已售：6,结束：2029-03-31,,,淋漓健身训练旗舰店,4.94,4.26,4.52,2023-04-18 21:21:55.125
"淋漓握力器男专业练手力手指训练指力手臂肌肉锻炼臂力手劲器材",9.9,42.0%,4.16,已售：0,结束：2031-03-31,,,淋漓健身训练旗舰店,4.94,4.26,4.52,2023-04-18 21:21:55.206
"淋漓2023款无绳计数跳绳两用负重智能计数电子无绳球跳绳无绳跳绳",14.8,32.0%,4.74,已售：0,结束：2030-03-31,,,淋漓健身训练旗舰店,4.94,4.26,4.52,2023-04-18 21:21:55.290
"薏凡特拼接款羊羔绒立领卫衣女 运动休闲外套保暖加厚长袖口袋",854.0,35.0%,298.9,已售：0,结束：2024-02-29,,,Yvette薏凡特官方旗舰店,4.99,4.99,4.92,2023-04-18 21:21:55.376
"薏凡特 秋季户外跑步长袖外套休闲运动连帽舒适时尚百搭 修饰比例",379.0,30.0%,113.7,已售：4,结束：2024-02-29,,,Yvette薏凡特官方旗舰店,4.99,4.99,4.92,2023-04-18 21:21:55.446
"薏凡特 新品 春夏宽松高腰速干透气女性运动休闲百搭弹力五分裤",399.0,30.0%,119.7,已售：1,结束：2024-03-31,,,Yvette薏凡特官方旗舰店,4.99,4.99,4.92,2023-04-18 21:21:55.520
"薏凡特 2022秋冬款户外休闲长袖立体logo套头卫衣女 运动衫外套",399.0,30.0%,119.7,已售：0,结束：2024-02-29,,,Yvette薏凡特官方旗舰店,4.99,4.99,4.92,2023-04-18 21:21:55.597
"春夏新款瑜伽服套装女跑步运动套装紧身速干瑜伽外套显瘦晨跑服",55.0,50.0%,27.5,已售：2,结束：2023-12-31,,,梵悠运动服饰个体店,4.99,4.06,4.78,2023-04-18 21:21:55.692
"薏凡特 镂空网纱拼接 户外跑步健身速干透气减震交叉美背运动内衣",239.0,30.0%,71.7,已售：46,结束：2023-04-30,,,Yvette薏凡特官方旗舰店,4.99,4.99,4.92,2023-04-18 21:21:55.779
"薏凡特 长袖跑步立领高弹力运动拉链夹克外套 休闲防风户外健身",439.0,30.0%,131.7,已售：0,结束：2024-03-28,,,Yvette薏凡特官方旗舰店,4.99,4.99,4.92,2023-04-18 21:21:55.856
"薏凡特薏凡特夏季瑜伽健身宽松运动休闲短裤 速干防走光 外穿系带",299.0,30.0%,89.7,已售：0,结束：2024-03-31,,,Yvette薏凡特官方旗舰店,4.99,4.99,4.92,2023-04-18 21:21:55.945
"筏道瞬间放线河神H65磁力缓降筏轮一键缓降带泄力筏钓轮筏轮",400.0,15.0%,60.0,已售：0,结束：2024-03-31,,,钓力德筏道批发店,4.63,4.69,4.66,2023-04-18 21:21:56.030
"【中邦加绒加厚】斯凯奇冬季保暖四代闪电熊猫鞋增高运动鞋894031",419.0,15.0%,62.85,已售：2741,结束：2023-04-30,,,斯凯奇泉州专卖店,4.83,4.85,4.64,2023-04-18 21:21:56.113
"薏凡特大码专属  跑步跳操  透气网纱固定杯 专业运动内衣背心",219.0,30.0%,65.7,已售：277,结束：2024-03-31,,,Yvette薏凡特官方旗舰店,4.99,4.99,4.92,2023-04-18 21:21:56.213
"薏凡特 户外跑步宽松休闲百搭运动休闲健身裤",559.0,30.0%,167.7,已售：0,结束：2024-03-31,,,Yvette薏凡特官方旗舰店,4.99,4.99,4.92,2023-04-18 21:21:56.308
"薏凡特开衫长袖跑步立领高弹力运动拉链夹克外套 休闲防风健身",436.0,35.0%,152.6,已售：3,结束：2024-02-29,,,Yvette薏凡特官方旗舰店,4.99,4.99,4.92,2023-04-18 21:21:56.418
"薏凡特 大码瑜伽普拉提 高腰提臀裸感健身裤 无痕运动弹力薄款",229.0,30.0%,68.7,已售：2,结束：2023-04-30,,,Yvette薏凡特官方旗舰店,4.99,4.99,4.92,2023-04-18 21:21:56.512
"薏凡特高强度一片式时尚健身裤 高腰收腹提臀拼色长裤 运动跑步",239.0,30.0%,71.7,已售：2,结束：2024-03-31,,,Yvette薏凡特官方旗舰店,4.99,4.99,4.92,2023-04-18 21:21:56.602
"薏凡特百搭宽松高腰显瘦系带休闲卫裤 弹力抽绳休闲裤春夏可穿",339.0,30.0%,101.7,已售：1,结束：2024-03-31,,,Yvette薏凡特官方旗舰店,4.99,4.99,4.92,2023-04-18 21:21:56.698
"薏凡特 宽松刺绣圆领休闲户外跑步短袖运动时尚速干夏季透气上衣",199.0,30.0%,59.7,已售：7,结束：2024-03-31,,,Yvette薏凡特官方旗舰店,4.99,4.99,4.92,2023-04-18 21:21:56.774
"薏凡特 休闲女士秋季纯色套头羊毛衫可机洗内搭针织运动打底衫",341.0,35.0%,119.35,已售：0,结束：2024-02-29,,,Yvette薏凡特官方旗舰店,4.99,4.99,4.92,2023-04-18 21:21:56.842
"高尔夫服装女套装秋长袖上衣时尚包臀半身裙子修身golf保暖女长袖",298.0,30.0%,89.4,已售：53,结束：2023-04-30,,,淘杆运动户外旗舰店,4.96,4.75,4.94,2023-04-18 21:21:56.917
"足球鞋长钉fg针织鞋面全气垫底人造草坪学生成人防滑飞盘运动鞋",381.6,8.0%,30.53,已售：25,结束：2023-12-31,,,适步佳,4.08,4.87,3.3,2023-04-18 21:21:56.986
"Bosma/博冠金虎2代 双筒望远镜高倍高清非夜视充氮防水近视可用",593.1,15.0%,88.96,已售：34,结束：2023-06-30,,,博冠Bosma官方旗舰店,4.27,4.38,4.95,2023-04-18 21:21:57.085
"赢虎【精英长袖】运动健身打篮球上衣速干打底库存不多粉丝福利",49.9,25.0%,12.48,已售：753,结束：2024-12-31,,,赢虎旗舰店,4.73,4.98,4.7,2023-04-18 21:21:57.166
"潮流范公文包烤炉户外烤炉碳烤炉便携式烤炉手提式烤炉露营野炊",175.7,20.0%,35.14,已售：0,结束：2023-04-30,,,零点户外烤炉工厂店,4.35,4.71,4.29,2023-04-18 21:21:57.241
"【SIPAYA】时尚披肩防晒衣女夏季防紫外线冰丝防晒衫透气",218.0,20.0%,43.6,已售：2,结束：2024-03-31,,,南方思文企业店,4.91,4.65,4.85,2023-04-18 21:21:57.319
"大码胖mm泳衣女泡温泉高级感性感大小胸聚拢显瘦黑色裙式连体泳装",103.0,15.0%,15.45,已售：4,结束：2024-03-07,,,兴.华尔特运动旗舰店,4.99,4.95,4.72,2023-04-18 21:21:57.395
"SKECHERS/斯凯奇卫衣情侣冬季新款运动服宽松连帽套头衫L122U269",129.0,12.0%,15.48,已售：0,结束：2023-04-30,,,斯凯奇泉州专卖店,4.83,4.85,4.64,2023-04-18 21:21:57.470
"筏道红宝石1.1米筏竿筏杆微铅竿碳素钓鱼滑竿软尾筏钓杆阀杆",260.0,15.0%,39.0,已售：0,结束：2024-03-31,,,钓力德筏道批发店,4.63,4.69,4.66,2023-04-18 21:21:57.550
"薏凡特 简约休闲户外运动宽松束脚工装秋冬长裤 高腰毛圈舒适百搭",350.0,35.0%,122.5,已售：1,结束：2024-02-29,,,Yvette薏凡特官方旗舰店,4.99,4.99,4.92,2023-04-18 21:21:57.631
"薏凡特  秋季宽松运动速干长裤 束脚口运动休闲裤收腰卫裤梭织",339.0,30.0%,101.7,已售：9,结束：2024-03-31,,,Yvette薏凡特官方旗舰店,4.99,4.99,4.92,2023-04-18 21:21:57.717
"薏凡特薏凡特 新款秋冬休闲运动厚外套  加绒防风保暖时尚可日常 ",399.0,30.0%,119.7,已售：27,结束：2024-03-31,,,Yvette薏凡特官方旗舰店,4.99,4.99,4.92,2023-04-18 21:21:57.804
"薏凡特束脚休闲长裤女 春夏户外运动宽松九分裤直筒百搭 系带高腰",284.04,30.0%,85.21,已售：1,结束：2024-03-31,,,Yvette薏凡特官方旗舰店,4.99,4.99,4.92,2023-04-18 21:21:57.903
"薏凡特【Leggings专属】 高强度前拉链后背网纱拼接 运动背心女  ",179.0,30.0%,53.7,已售：63,结束：2024-03-31,,,Yvette薏凡特官方旗舰店,4.99,4.99,4.92,2023-04-18 21:21:58.028
"薏凡特高强度 拼色包边收副乳 交叉肩带内里网纱运动健身速干内衣",249.0,30.0%,74.7,已售：34,结束：2024-03-31,,,Yvette薏凡特官方旗舰店,4.99,4.99,4.92,2023-04-18 21:21:58.130
"薏凡特高强度 无痕一片式高弹速干运动健身长裤打底高腰紧身跑步",319.0,30.0%,95.7,已售：9,结束：2024-03-31,,,Yvette薏凡特官方旗舰店,4.99,4.99,4.92,2023-04-18 21:21:58.219
"薏凡特高强度美背跑步 健身 跳操环保透气速干显小防震运动内衣",269.0,30.0%,80.7,已售：47,结束：2024-03-31,,,Yvette薏凡特官方旗舰店,4.99,4.99,4.92,2023-04-18 21:21:58.353
﻿"薏凡特高强度美背跑步 健身 跳操环保透气速干显小防震运动内衣",269.0,30.0%,80.7,已售：47,结束：2024-03-31,,,Yvette薏凡特官方旗舰店,4.99,4.99,4.92,2023-04-18 21:22:10.744
"Yvette薏凡特 球类 跑步 跳操 中高强度拼网 透气速干 运动内衣",249.0,30.0%,74.7,已售：0,结束：2024-03-31,,,Yvette薏凡特官方旗舰店,4.99,4.99,4.92,2023-04-18 21:22:10.836
"薏凡特 高强度撞色线条 收副乳侧翼加高防震跑步 健身运动内衣",239.0,30.0%,71.7,已售：21,结束：2024-03-31,,,Yvette薏凡特官方旗舰店,4.99,4.99,4.92,2023-04-18 21:22:10.910
"薏凡特薏凡特 跑步健身防震透气秋季上新专业运动文胸穿脱方便",359.0,30.0%,107.7,已售：0,结束：2024-03-31,,,Yvette薏凡特官方旗舰店,4.99,4.99,4.92,2023-04-18 21:22:10.976
"薏凡特休闲运动背心 宽松无袖半高领针织马甲女 套头保暖内搭时尚",284.0,30.0%,85.2,已售：0,结束：2024-03-31,,,Yvette薏凡特官方旗舰店,4.99,4.99,4.92,2023-04-18 21:22:11.048
"薏凡特高强度运动内衣 肩带可调 网纱拼接透气速干薄款跑步美背",249.0,30.0%,74.7,已售：1,结束：2024-03-31,,,Yvette薏凡特官方旗舰店,4.99,4.99,4.92,2023-04-18 21:22:11.124
"Yvette薏凡特速干运动短袖上衣女跑步健身房宽松休闲圆领修身T恤",249.0,30.0%,74.7,已售：8,结束：2024-03-31,,,Yvette薏凡特官方旗舰店,4.99,4.99,4.92,2023-04-18 21:22:11.194
"薏凡特 套头卫衣时尚百搭宽松圆领运动衫秋冬长袖拼接保暖卫衣",299.0,35.0%,104.65,已售：0,结束：2024-02-29,,,Yvette薏凡特官方旗舰店,4.99,4.99,4.92,2023-04-18 21:22:11.262
"薏凡特网眼透气四季运动袜 防臭短筒短袜吸汗浅口 跑步户外通用",69.0,35.0%,24.15,已售：0,结束：2024-02-29,,,Yvette薏凡特官方旗舰店,4.99,4.99,4.92,2023-04-18 21:22:11.345
"足球鞋防水针织鞋面fg长钉学生成人人造草地防滑耐磨飞盘运动球鞋",295.0,8.0%,23.6,已售：63,结束：2023-12-31,,,适步佳,4.08,4.87,3.3,2023-04-18 21:22:11.418
"LoveGolf高尔夫秋季GOLF女士T恤球衣速干透气长袖服装女LG2178",369.9,30.0%,110.97,已售：77,结束：2023-04-30,,,淘杆运动户外旗舰店,4.96,4.75,4.94,2023-04-18 21:22:11.496
"【机甲二代】斯凯奇男鞋春夏男款跑鞋运动减震老爹鞋894053",379.0,12.0%,45.48,已售：90,结束：2023-04-30,,,斯凯奇泉州专卖店,4.83,4.85,4.64,2023-04-18 21:22:11.581
"便携多功能大容量旅行整理收纳套装六件旅游衣物分类包袋盒装纯棉",35.74,15.0%,5.36,已售：1,结束：2023-06-27,,,优真真严选,4.96,4.93,4.95,2023-04-18 21:22:11.667
"摩托车手机导航支架山地自行车电瓶电动车载三轮车外卖骑手骑行夹",5.9,15.0%,0.88,已售：1,结束：2023-12-31,,,活力塑胶,4.71,4.2,4.66,2023-04-18 21:22:11.774
"电动车手机机支架摩托车导航外卖骑手车载电瓶车自行车固定手机架",12.5,15.0%,1.88,已售：2,结束：2023-12-31,,,活力塑胶,4.71,4.2,4.66,2023-04-18 21:22:11.859
"环球小白鞋女夏季网面薄款透气女鞋2023新款网红高颜值校园风板鞋",79.0,20.0%,15.8,已售：0,结束：2023-04-30,,,HUANQIU环球运动旗舰店,4.88,3.04,3.59,2023-04-18 21:22:11.944
"【3双装】黑色过膝长筒袜女秋冬款加厚小腿瑜伽袜高筒袜 JK长袜",12.8,40.0%,5.12,已售：139,结束：2023-08-31,,,家家乐选,4.95,4.98,4.74,2023-04-18 21:22:12.029
"环球小白鞋女百搭夏季女鞋2023新款网红爆款网面透气圆头休闲板鞋",69.0,20.0%,13.8,已售：0,结束：2023-04-30,,,HUANQIU环球运动旗舰店,4.88,3.04,3.59,2023-04-18 21:22:12.126
"环球运动鞋男款潮流百搭男鞋2023新款爆款潮流百搭超轻软底跑步鞋",79.0,20.0%,15.8,已售：0,结束：2023-04-30,,,HUANQIU环球运动旗舰店,4.88,3.04,3.59,2023-04-18 21:22:12.219
"环球厚底老爹鞋女ins潮百搭女鞋2023新款夏季薄款透气学生党鞋子",79.0,20.0%,15.8,已售：0,结束：2023-04-30,,,HUANQIU环球运动旗舰店,4.88,3.04,3.59,2023-04-18 21:22:12.304
"【套餐】户外露营帐篷套装全自动速开免搭建防水防晒便携折叠帐篷",238.0,13.0%,30.94,已售：0,结束：2024-02-28,,,昕野xinye运动户外,4.9,4.91,4.82,2023-04-18 21:22:12.400
"【褶皱运动背心】蜜桃瑜伽背心高强度运动紧身美背精SFB-B0080",60.0,30.0%,18.0,已售：0,结束：2024-06-30,,,雅鹿利泉专卖店,4.9,4.85,4.53,2023-04-18 21:22:12.479
"细肩带瑜伽健身背心薄款防震透气紧身背心时尚训练精SFC-B1070",75.0,30.0%,22.5,已售：0,结束：2024-06-30,,,雅鹿利泉专卖店,4.9,4.85,4.53,2023-04-18 21:22:12.540
"【短款纯色背心】女瑜伽背心裸感美背户外时尚款外穿精SFC-B3040",69.0,30.0%,20.7,已售：0,结束：2024-06-30,,,雅鹿利泉专卖店,4.9,4.85,4.53,2023-04-18 21:22:12.615
"ERZE2023新款运动休闲平底男鞋夏季百搭皮鞋小白鞋潮流时尚板鞋",49.0,20.0%,9.8,已售：0,结束：2023-04-30,,,erze男鞋优品,4.96,4.6,4.48,2023-04-18 21:22:12.679
